453952.57	6501679.76	917.84
452558.36	6499305.32	909.92
452735.75	6498768.88	912.2
452808.28	6498251.91	916.75
451946.37	6497581.35	911.95
452293.02	6497492.42	911.77
452080.9	6496977.98	912.37
452038.11	6497333.16	911.35
454027.1	6501286.86	920.84
453822.26	6500985.35	919.27
453450.82	6499926.82	914.85
453227.48	6499523.99	915.41
453005.15	6499328.23	916.57
453039.43	6498821.61	914.26
452933.21	6498610.6	919
452776	6498287.57	914.94
452563.52	6498026.54	917.1
452533.2	6497519.56	915.25
455576.07	6503094.99	915.32
453509.52	6498099.86	925.29
453348.58	6498004.41	921.22
453425.66	6498339.82	923.66
453498.07	6497480.99	922.42
453938.92	6497844.89	920.3
453569.58	6498752.65	921.08
453001.41	6500683.38	907.59
453406.14	6498974.2	922.06
454153.14	6498756.14	918.59
454137.08	6499196.34	918.18
452676.85	6496683.57	922.5
454517.19	6500923.79	925.05
453928.13	6502295.66	922.11
453597.65	6502565.89	922.93
454811.98	6501785.96	919.49
454830.52	6502407.26	918.38
455014.49	6502102.08	919.62
454668.56	6502218.66	919.22
455238.48	6502386.29	920.25
455323.82	6502049.84	919.68
455558.31	6502321.94	921.2
455481.11	6501699.74	929.92
455970.41	6502244.66	927.15
456469.67	6503448.17	923.13
456795.65	6503827.65	924.61
456342.7	6503728.02	921.09
456086.91	6503889.14	922.81
454262.49	6503611.73	919.77
454451.83	6503341.17	912.98
453991.41	6503242.53	913.09
454063.76	6503045.52	922.3
454452.1	6502751.77	918.99
454577.13	6503002.87	916.62
454823.93	6503315.13	916.37
455011.81	6503537.78	914.23
456295.1	6503230.28	921.82
455558.39	6503630.21	916.3
455129.43	6503296.54	911.78
455793.58	6503304.04	918.05
455304.6	6503031.23	914.93
455028.56	6502931.48	915.01
455497.86	6502623.44	920.72
454753.17	6502766.27	918.9
455069.06	6502633.18	918.2
455921.28	6502629.89	922.96
455409.98	6503352.85	914.48
455915.04	6503591.85	919.19
455536.05	6503837.43	920.43
455217.36	6503933.42	921.34
454881.5	6503948.11	920.31
454509.57	6503984.6	922.44
455352.77	6504191.16	922.76
455700.98	6504134.82	923.15
455618.82	6504349.1	924.79
455227.61	6504457.25	927.91
454916.38	6504518.4	925.9
455179.62	6504780.56	925.56
455435.05	6504675.45	925.92
456053.12	6504584.29	921.39
456497.16	6503982.14	922.09
456444.36	6504330.14	923.07
456124.87	6504231.16	920.18
455853.9	6504808.95	920.79
455127.47	6501750.93	924.72
455456.78	6504864.45	926.91
456131.15	6503449.95	918.69
455748.27	6503814.97	922.11
453775.67	6504274.09	926.71
454245.26	6504950.01	928.78
454584.67	6505228.21	929.09
453261.3	6504245.2	931.6
453691.56	6497393.18	924.72
451303.43	6497719.12	952.59
455586.85	6501693.54	927.7
456922.87	6504477.61	931.52
453851.13	6502829.81	919.06
453958.27	6504546.55	926.27
453861.47	6505021.15	930.38
453030.13	6502771.46	929.83
455270.32	6500387.88	931.52
456081.2	6500945.6	937.49
455957.41	6499927.73	939.65
455536.7	6499048.8	933.5
454751.51	6498404.96	930.86
453871.93	6497887.35	921.96
452552.15	6496279.86	927.99
453176.1	6497038.99	929.39
455499.05	6499022.09	932.12
454933.15	6499838.96	931
452810.42	6496725.59	926.74
452724.79	6502648.78	948.71
455809.1	6505887.3	928.58
456917.94	6503271.64	928.4
452856.7	6502650.28	939.18
454807.63	6499028.28	924.86
452860.85	6501785.42	916.53
452547.23	6501100.13	917.04
452676.45	6501514.61	917.24
452945.74	6502281.18	922.84
453244.4	6502454.5	925.6
452409.04	6500709.6	919.44
453245.26	6503747.47	932.62
453407.96	6505185.27	936.94
451796.43	6498498.73	904.6
454391.95	6504907.98	928.32
452332.2	6500610.6	920.4
451687.45	6498172.93	911.21
453367.79	6502681.29	924.83
451402.9	6496291.3	934.6
454970.79	6501901.86	919.17
455720.96	6501192.21	930.34
454979.26	6499872.15	932.3
454694.99	6501130.32	924.75
454612.66	6498534.4	927.84
454277.12	6499486.23	924.04
454002.88	6498169.78	921.91
452474.15	6496297.61	928.73
451958.18	6495736.62	932.77
451422.8	6497693.1	937.05
451873.35	6499199.03	923.97
452905.69	6501661	915.39
453651.39	6503885.26	929.03
454842.22	6505578.86	932.98
456062.79	6505953.15	928.61
456575.98	6505712.84	930.77
456809.8	6504108.56	930.72
453513.25	6503582.08	931.46
453504.42	6503153	926.3
453231.2	6502342.94	923.76
453022.32	6502056.84	920.65
452751.89	6501411.21	915.67
452448.77	6501009.55	921.98
452250.53	6500255.71	921.19
452150.34	6499830.65	920.37
452050.15	6499568.53	926.22
451492.41	6498403.52	921.4
452768.01	6501961.11	924.47
454782.32	6504890.32	929.02
452558.21	6501638.4	924.27
452565.43	6501364.24	919.04
454133.18	6504031.52	926.62
451522.71	6496640.2	924.94
454432.86	6504534.12	927.43
451910.08	6495985.11	928.75
453899	6504579.18	927.83
453839.27	6505220.48	931.57
453672.73	6504867.82	930.28
455242.93	6505611.52	933.07
451740.33	6498817.12	909.25
452936.9	6502533.61	929.09
455721.94	6503308.42	916.07
455481.62	6503694.02	916.94
455312.9	6503962.12	919.74
455074.23	6504267.4	923.75
455672.47	6503974.64	922.98
455898.69	6503595.77	918.36
456166.8	6503344.21	919.2
456110.24	6503888.26	921.96
455959.9	6504219.02	921.64
455446.88	6504806.96	926.11
456061.7	6504497.9	924.41
456120.01	6505009.45	923.79
454853.43	6504547.36	925.4
456279.23	6504178.31	921.4
454376.73	6503742.31	919.19
454190.13	6498197.19	923.67
455639.92	6502056.44	921.96
454516.78	6500001.5	926.19
453944.52	6498859.37	916.44
454135.09	6498760.23	918.32
454020.58	6504476.86	928.93
454549.45	6504035.99	922.13
454953.88	6503512.62	915.83
455279.56	6502824.81	919.26
455255.58	6502755.84	920.19
452074.44	6497385.17	910.26
452176.89	6498547.21	905.31
451940.49	6498961.08	910.44
452592.48	6498951.37	910.55
453170.13	6499937.92	909.4
452473.03	6500345.24	908.79
453768.91	6499703.98	920.69
452470.34	6500906.61	915.83
453183.16	6501202.76	911.14
453531.95	6500789.81	912.7
452778.6	6501944.73	922.38
453259.54	6501646.59	913.58
453644.69	6501902.03	917.07
454901.53	6503719.21	919.86
455237.61	6503538.85	919.49
455878.43	6503070.45	918.18
455756.69	6503835.29	922.01
454862.33	6504109.9	919.03
455274.38	6504554.99	927.62
455489.43	6502661.78	919.99
454570.49	6502789.28	919.15
453889.78	6500984.65	919.2
452622.94	6498258.09	917.28
455607.63	6503386.39	916.95
456042.04	6504341.32	925.13
456023.68	6504047.72	920.98
453285.95	6498546.81	920.26
453638.41	6498302.14	922.55
453667.85	6498681.59	922.89
452302.78	6497560.79	914.2
452446.16	6497448.5	913.48
458663.56	6508382.47	954
458735.45	6508970.42	957.8
458083.69	6507535.05	957.4
458897.83	6507909.67	956.74
453179.3	6502090.96	922.66
452981.25	6500961.61	911.63
455250.8	6503269.3	911
453044.67	6500489.32	907.22
455804.7	6504331.9	924.69
455838.24	6504643.62	922.11
455817.44	6504983.78	923.55
455982.36	6504331.62	921.36
452784.78	6498502.99	916.13
453300	6499256.1	920.74
452419.68	6499538.88	913.97
452559.09	6497664.19	916.26
454477.19	6503579.86	914.32
452630.29	6499390.01	912.34
455550.68	6503741.01	922.09
452361.4	6499213.7	912
452755.7	6501150.38	914.6
452720.85	6499509.55	916.52
453110.21	6500129.43	904.14
453766.4	6501536.5	916.54
453404.4	6502590.6	924.94
455728.71	6504707.81	924.31
455454.89	6504913.4	926.85
455957.58	6504960.93	921.33
455615.32	6505168.7	926.08
453818.74	6502856.23	918.3
455612.51	6504831.53	925.15
452970.05	6498359.37	918.29
454016.17	6501326.32	917.95
453622	6500321.14	916.61
453617.7	6502174.45	919
454889.67	6501495.01	921.27
454724.42	6503636.74	918.43
454729.13	6504252.97	924.18
451324.51	6496921.5	936.64
454806.86	6505550.78	933.48
453805.69	6503301.05	922.83
453634.03	6504543.95	929.2
453162.95	6502779.48	928.76
