452724.2	6500071.2	907.97
453281.96	6501982.75	919.12
452193.7	6500251.4	929.52
453662.2	6499777.8	920.5
452339	6498831.4	906.7
453471.32	6500813.21	912.09
455087.38	6501050.2	926.73
454526.26	6502508.53	919.56
453246.95	6498573.42	922.14
456290.3	6502362.64	928.17
452560.7	6499420.45	912.54
453053.5	6500680.2	906.8
454323.17	6503993.98	922.94
452581.73	6502334.48	958.94
450683.31	6503356.71	1001.58
451821.98	6497487.27	915.12
455533.07	6503029.75	917.1
451466.64	6499126.04	963.19
451498.56	6495865.24	933.56
453098.1	6497207.59	928.21
451214.1	6493543.4	932.8
455701.9	6504518.34	925.79
456598.52	6505707.28	931.4
456575.63	6503575.25	928.67
455300.96	6503672.05	920.13
456776.17	6504794.47	930.93
457504.55	6504941.51	937.33
457926.15	6506361.22	946.87
456220.97	6503533.02	919.39
458830	6505600	960
455176.75	6504977.61	929.33
451894.77	6496532.95	926.26
455525.76	6505958.14	938.03
451929.24	6498746.49	905.39
453617.21	6500342.64	916.09
452463.74	6497839.27	916.24
452821.57	6500211.2	904.29
455006.05	6502351.38	920.3
452224.27	6498122.65	910.65
453843.9	6500411.94	920.31
452553.23	6499886.81	912.01
452983.17	6499312.87	917.62
455042.2	6504114.7	922.4
456104.8	6502985.4	918.9
452093.3	6496965.62	913.1
451715.55	6498465.77	905.06
453260.64	6502280.81	923.25
453181.05	6498047.98	919.13
453652.47	6503971.54	931.49
453808.85	6501448.64	918.43
452601.16	6501412.02	917.87
454764.65	6504639.99	927.25
452024.36	6494973.84	937.61
450628.17	6492784.89	943.75
451574.78	6492665.34	932.79
450820.97	6491880.73	940.94
451038.12	6492718.5	933.47
452836.69	6496226.96	931.17
453457.15	6496262.73	933.47
451193.41	6493108.66	930.59
450818.35	6492387.46	939.32
452909.83	6500835.26	911.65
455468.51	6504254.4	924.19
451988.48	6498005.75	910.59
452223.81	6499509	916.11
453278.97	6499534.67	915.41
453961.51	6496997.15	931.27
456160.07	6504739.45	923.68
453893.7	6505224.9	931.96
453332.59	6496699.28	930.24
455078.29	6503121.91	910.9
453607.31	6501403.65	918.34
453771.27	6505552.77	930.25
453556.67	6500360.42	914.57
453042.36	6501887.99	916.06
455393.18	6503434.58	914.73
455488.04	6500989.95	929.94
453990.92	6506023.74	932.5
455071.2	6498628.53	930.84
452967.89	6500325.53	908.71
455371.9	6499867.36	933.86
454573.12	6508204.69	981.62
452899.46	6497329.77	923.67
454230.27	6501736.7	919.27
454529.12	6502835.31	919.24
455238.03	6504554.59	926.67
455757.02	6502615.55	926.15
455993.17	6502947.36	922.94
452516.37	6498991.13	913.17
452164.59	6498977.66	911.1
452130.25	6499280.8	915.01
452379.95	6499718	915.86
452354.41	6499958.06	915.38
452571.01	6500349.04	911.48
452642.15	6500715.35	913.3
452839.49	6500997.47	911.19
453040.4	6501368.6	911.9
453189.6	6501677.5	914.7
453645	6502200.4	923
453946.56	6502194.69	923.34
454164.48	6501955.66	909.71
454297	6501193	922.1
454127.18	6500985.28	923.91
454144.7	6500557.76	926.5
454173.1	6500093.87	926.2
453944.71	6500354.16	919.83
453557.5	6499496.68	920.81
453270.5	6499158.72	920.55
453108.55	6498755.02	922.98
452863.87	6498025.67	922.08
452543.22	6497762.37	917.28
454182.15	6503549.73	919.79
454451.58	6503015.43	917.42
454539.38	6502751.62	916.9
453965.77	6502496.23	920.67
454378	6502415.02	918.4
454580.6	6501622.97	920.83
454703.37	6503067.1	924.54
454971.57	6502776.42	917.11
455161.25	6502384.71	921.43
455349.44	6502681.88	922.46
453929.58	6501579.71	917.8
453515.53	6501943.02	921.08
453847.6	6501935.8	919.4
453381.35	6500554.66	908.68
453285.47	6500276.95	907.67
453103.73	6499999.41	907.1
453039.84	6499706.01	912.36
452886.99	6499378.89	913.17
452521.81	6499398.06	910.38
452681.42	6499701.87	910.89
452926.15	6500296.3	907.7
453169.62	6500980.08	912.8
453360.86	6501288.01	916.23
453554.84	6501557.47	915.98
454358.41	6500389.09	923.2
452455.53	6498611.35	908.03
452352.14	6498272.99	912.1
452274.16	6497958.6	914.84
452246.56	6497580.1	911.12
452154.23	6497312.39	910.41
454791.41	6500360.85	929.71
453967.02	6498455.73	919.69
454492.09	6503416.83	915.17
452030.44	6498289.08	908.05
452080.82	6498586.24	907.46
453981.59	6501296.68	919.25
453858.39	6500979.13	920.63
453704.28	6500626.57	917.45
453483.73	6500029.06	912.94
453340.59	6499723.44	915.4
453184.5	6499378.96	918.37
452887.5	6499013.39	912.32
452762.83	6498703.32	912.1
452689.33	6498355.55	914.31
452526.18	6498076.62	915.5
453480.69	6499475.41	918.03
453867.35	6500069.56	919.54
454779.47	6502405.53	918.14
455012.84	6502142.26	918.42
454634.81	6502142.48	919.33
454012.4	6499703.96	923.43
453847.4	6499403.4	919.9
454354.8	6501483.8	919.5
453524.1	6498576.3	923.39
454049.72	6499135.47	917.11
455128.8	6503121.3	910.5
454889.5	6503359.52	914.45
454702.04	6503681.47	918.49
453623.41	6502557.38	923.07
454881.65	6503997.5	920.91
455139.65	6503640.73	916.68
455315.31	6503351.88	913.57
451629.23	6497913.78	915.31
451753.81	6498442.56	905.12
452178.72	6498905.68	909.8
452281.47	6499292.38	913.21
452298.82	6499649.5	914.62
452384.89	6500034.92	915.21
452553.79	6500365.53	910.09
452870.92	6501061.2	910.82
453020	6501376	911.8
453175.94	6501646.3	914.86
454412.7	6499759.88	925.1
454192.83	6501941.89	917.59
453923.57	6500438.32	921.49
453817.17	6500177.32	916.76
452187.24	6498521.59	905.95
452027.72	6498256.45	908.55
451966.5	6497934.9	911.6
451811.59	6497092.01	911.97
451497.35	6497273.39	922.35
451574.62	6496993.57	922.85
452268.74	6497850.81	913.09
452728.58	6499163.78	911.89
452815.94	6499586.96	911.19
452895.17	6500273.27	907.49
453731.18	6501240.43	918.76
453379.88	6501932.15	918.88
454048.68	6499868.25	922.38
453935.33	6499611.72	923.25
453788.96	6499268.71	919.56
453707.5	6500689.87	915.5
453029.94	6500691.3	907.48
453211.85	6500203.01	910.39
453123.6	6499896.68	907.8
453161.1	6501013.75	913.79
452666.91	6499706.18	912.4
452717.07	6499873	908.38
453317.84	6500578.74	908.32
453367.4	6501306.79	916.17
